ID,Player,Hero,Kills,Deaths,Assists,LastHits,GPM,XPM,Match,Side,Winner,ELO
309,1.31E+13,lina,4,6,7,196,475,443,2268239419,Dire,RADIANT,-27.65
310,Kefka,tidehunter,1,6,8,153,340,338,2268239419,Dire,RADIANT,-27.65
311,mMeDream,crystal_maiden,0,6,3,35,196,160,2268157891,Radiant,DIRE,-36.89
312,Jellopy,juggernaut,0,3,0,197,450,399,2268157891,Radiant,DIRE,-36.89
313,SteffStyle,earth_spirit,0,4,4,21,190,158,2268157891,Radiant,DIRE,-36.89
314,1.31E+13,broodmother,3,5,1,204,510,461,2268157891,Radiant,DIRE,-36.89
315,Kefka,faceless_void,4,4,1,122,359,365,2268157891,Radiant,DIRE,-36.89
316,Solo,enchantress,1,0,14,77,351,451,2268157891,Dire,DIRE,36.89
317,Cema,disruptor,2,4,9,46,260,245,2268157891,Dire,DIRE,36.89
318,Noone,invoker,7,1,9,230,682,657,2268157891,Dire,DIRE,36.89
319,fn 536,spectre,5,2,13,246,596,663,2268157891,Dire,DIRE,36.89
320,Mag,beastmaster,6,0,7,106,408,421,2268157891,Dire,DIRE,36.89
321,Solo,winter_wyvern,3,12,9,45,254,198,2268058627,Radiant,DIRE,-81.36
322,Cema,disruptor,2,8,10,33,232,220,2268058627,Radiant,DIRE,-81.36
323,Noone,invoker,10,5,10,235,633,639,2268058627,Radiant,DIRE,-81.36
324,fn 536,ursa,4,5,5,211,451,450,2268058627,Radiant,DIRE,-81.36
325,Mag,beastmaster,5,3,9,148,421,432,2268058627,Radiant,DIRE,-81.36
326,mMeDream,witch_doctor,7,4,18,30,325,381,2268058627,Dire,DIRE,81.36
327,Jellopy,sven,8,3,16,278,597,671,2268058627,Dire,DIRE,81.36
328,SteffStyle,earth_spirit,1,8,15,30,254,320,2268058627,Dire,DIRE,81.36
329,1.31E+13,windrunner,12,6,13,190,535,548,2268058627,Dire,DIRE,81.36
330,Kefka,faceless_void,4,4,17,123,397,488,2268058627,Dire,DIRE,81.36
331,SoNNeikO,bounty_hunter,0,10,4,19,166,103,2267799304,Radiant,DIRE,-86
332,ArtStyle,lina,2,11,3,61,263,211,2267799304,Radiant,DIRE,-86
333,Dendi,invoker,3,2,2,225,561,532,2267799304,Radiant,DIRE,-86
334,Ditya Ra,furion,0,11,5,137,370,360,2267799304,Radiant,DIRE,-86
335,GeneRaL 2,batrider,1,9,4,116,370,369,2267799304,Radiant,DIRE,-86
336,Lil,enchantress,6,0,19,65,425,397,2267799304,Dire,DIRE,86
337,Afoninje,phantom_lancer,6,1,18,135,499,536,2267799304,Dire,DIRE,86
338,<U+0416><U+0435><U+043D><U+044F>,oracle,4,3,19,9,302,285,2267799304,Dire,DIRE,86
339,dkphobos,night_stalker,11,1,21,76,457,468,2267799304,Dire,DIRE,86
340,9pashaebashu,juggernaut,16,2,18,241,781,722,2267799304,Dire,DIRE,86
341,Lil,earth_spirit,2,8,27,39,303,393,2267665652,Radiant,RADIANT,94.82
342,Afoninje,obsidian_destroyer,22,3,10,178,543,581,2267665652,Radiant,RADIANT,94.82
343,<U+0416><U+0435><U+043D><U+044F>,wisp,5,6,26,41,303,404,2267665652,Radiant,RADIANT,94.82
344,dkphobos,doom_bringer,8,6,24,137,449,463,2267665652,Radiant,RADIANT,94.82
345,9pashaebashu,chaos_knight,10,6,20,224,528,614,2267665652,Radiant,RADIANT,94.82
346,SoNNeikO,omniknight,2,7,15,85,270,333,2267665652,Dire,RADIANT,-94.82
347,ArtStyle,bane,6,16,9,17,233,282,2267665652,Dire,RADIANT,-94.82
348,Dendi,invoker,14,8,12,258,642,715,2267665652,Dire,RADIANT,-94.82
349,Ditya Ra,ursa,2,6,13,232,435,505,2267665652,Dire,RADIANT,-94.82
350,GeneRaL 2,batrider,5,11,13,134,353,368,2267665652,Dire,RADIANT,-94.82
351,Magneto.MarsC,death_prophet,1,5,2,86,368,420,2267152768,Radiant,DIRE,-28.3
352,Ti9.dogf1ghts,night_stalker,4,3,3,25,263,225,2267152768,Radiant,DIRE,-28.3
353,InJuly,furion,2,3,3,77,311,276,2267152768,Radiant,DIRE,-28.3
354,<U+62D2><U+7EDD><U+8005>,luna,1,3,4,116,400,361,2267152768,Radiant,DIRE,-28.3
355,RS Super,vengefulspirit,0,2,8,14,175,191,2267152768,Radiant,DIRE,-28.3
356,fy,beastmaster,3,1,7,87,439,473,2267152768,Dire,DIRE,28.3
357,aaa 2,gyrocopter,5,0,8,104,497,504,2267152768,Dire,DIRE,28.3
358,DDC,lina,3,2,5,43,354,316,2267152768,Dire,DIRE,28.3
359,Zyf,sven,2,0,5,201,741,836,2267152768,Dire,DIRE,28.3
360,Yang,broodmother,3,5,7,89,448,442,2267152768,Dire,DIRE,28.3
361,InJuly,furion,0,0,3,143,394,323,2267026819,Radiant,DIRE,-37.92
362,Magneto.MarsC,puck,2,2,1,124,408,352,2267026819,Radiant,DIRE,-37.92
363,Ti9.dogf1ghts,lion,0,4,2,13,159,149,2267026819,Radiant,DIRE,-37.92
364,<U+62D2><U+7EDD><U+8005>,antimage,1,1,1,265,593,636,2267026819,Radiant,DIRE,-37.92
365,RS Super,undying,0,5,3,22,192,181,2267026819,Radiant,DIRE,-37.92
366,fy,sven,2,1,4,72,351,284,2267026819,Dire,DIRE,37.92
367,aaa 2,alchemist,2,0,2,230,922,632,2267026819,Dire,DIRE,37.92
368,DDC,witch_doctor,2,1,7,25,312,256,2267026819,Dire,DIRE,37.92
369,Yang,dark_seer,1,1,4,128,430,340,2267026819,Dire,DIRE,37.92
370,Zyf,gyrocopter,5,0,6,196,584,324,2267026819,Dire,DIRE,37.92
371,Q,enchantress,1,3,3,42,220,187,2266730605,Radiant,DIRE,-26.68
372,Yao,slardar,0,5,2,49,236,262,2266730605,Radiant,DIRE,-26.68
373,Garder,vengefulspirit,0,3,4,15,162,143,2266730605,Radiant,DIRE,-26.68
374,Super,death_prophet,2,9,3,98,360,366,2266730605,Radiant,DIRE,-26.68
375,Rabbit,weaver,4,2,0,103,391,341,2266730605,Radiant,DIRE,-26.68
376,eLeVeN,lone_druid,3,1,5,144,551,552,2266730605,Dire,DIRE,26.68
377,LaNm,batrider,1,1,12,89,420,438,2266730605,Dire,DIRE,26.68
378,Fenrir,earthshaker,6,1,10,41,398,339,2266730605,Dire,DIRE,26.68
379,iceiceice,chen,2,0,8,85,343,252,2266730605,Dire,DIRE,26.68
380,old chicken,clinkz,10,4,6,86,529,540,2266730605,Dire,DIRE,26.68
381,eLeVeN,faceless_void,4,0,10,95,409,451,2266631748,Radiant,RADIANT,35.35
382,LaNm,weaver,2,1,9,150,485,506,2266631748,Radiant,RADIANT,35.35
383,Fenrir,bane,3,0,6,34,272,290,2266631748,Radiant,RADIANT,35.35
384,iceiceice,chen,2,0,10,93,333,222,2266631748,Radiant,RADIANT,35.35
385,old chicken,obsidian_destroyer,9,0,6,139,529,546,2266631748,Radiant,RADIANT,35.35
386,Q,winter_wyvern,1,5,0,47,188,197,2266631748,Dire,RADIANT,-35.35
387,Yao,lone_druid,0,3,0,122,372,361,2266631748,Dire,RADIANT,-35.35
388,Garder,tusk,0,4,0,10,116,115,2266631748,Dire,RADIANT,-35.35
389,Super,puck,0,4,1,94,268,268,2266631748,Dire,RADIANT,-35.35
390,Rabbit,gyrocopter,0,4,1,105,289,274,2266631748,Dire,RADIANT,-35.35
391,Goblak,doom_bringer,4,9,14,100,319,312,2265530348,Radiant,DIRE,-29.49
392,Illidan,chaos_knight,7,9,4,207,432,406,2265530348,Radiant,DIRE,-29.49
393,Iceberg,puck,4,4,14,194,407,506,2265530348,Radiant,DIRE,-29.49
394,ALWAYSWANNAFLY,lion,2,8,13,46,224,244,2265530348,Radiant,DIRE,-29.49
395,Funn1k,furion,5,8,11,255,455,465,2265530348,Radiant,DIRE,-29.49
396,SyndereN,vengefulspirit,4,9,22,53,314,346,2265530348,Dire,DIRE,29.49
397,qojqva,obsidian_destroyer,16,3,9,307,636,647,2265530348,Dire,DIRE,29.49
398,Era,ember_spirit,11,1,24,337,675,779,2265530348,Dire,DIRE,29.49
399,YapzOr,mirana,1,5,26,72,321,365,2265530348,Dire,DIRE,29.49
400,okye,beastmaster,6,5,21,139,417,405,2265530348,Dire,DIRE,29.49
401,SyndereN,bane,3,4,15,10,265,265,2265410457,Radiant,RADIANT,39.82
402,YapzOr,enigma,4,3,21,191,422,382,2265410457,Radiant,RADIANT,39.82
403,Era,chaos_knight,3,3,13,171,422,410,2265410457,Radiant,RADIANT,39.82
404,qojqva,invoker,9,1,15,316,677,621,2265410457,Radiant,RADIANT,39.82
405,okye,faceless_void,5,0,12,90,360,410,2265410457,Radiant,RADIANT,39.82
406,Goblak,enchantress,3,4,6,158,289,257,2265410457,Dire,RADIANT,-39.82
407,Illidan,necrolyte,3,5,2,289,421,369,2265410457,Dire,RADIANT,-39.82
408,Iceberg,obsidian_destroyer,1,5,2,341,480,457,2265410457,Dire,RADIANT,-39.82
409,ALWAYSWANNAFLY,rubick,1,7,9,75,244,224,2265410457,Dire,RADIANT,-39.82
410,Funn1k,night_stalker,3,5,8,169,314,283,2265410457,Dire,RADIANT,-39.82
411,j4,vengefulspirit,6,2,12,29,365,424,2265315612,Radiant,RADIANT,30.39
412,goddam,obsidian_destroyer,11,4,12,183,597,638,2265315612,Radiant,RADIANT,30.39
413,Bignum,chen,4,4,19,106,407,394,2265315612,Radiant,RADIANT,30.39
414,Ar1se,puck,5,4,14,107,458,567,2265315612,Radiant,RADIANT,30.39
415,chshrct,lone_druid,5,2,12,169,552,546,2265315612,Radiant,RADIANT,30.39
416,Ace,gyrocopter,3,6,7,192,439,480,2265315612,Dire,RADIANT,-30.39
417,Pingvincek,invoker,8,6,3,189,517,508,2265315612,Dire,RADIANT,-30.39
418,HesteJoe,batrider,3,9,9,87,331,287,2265315612,Dire,RADIANT,-30.39
419,Ryze,lion,0,5,9,41,238,255,2265315612,Dire,RADIANT,-30.39
420,Noia,tusk,1,9,6,23,217,221,2265315612,Dire,RADIANT,-30.39
421,Ace,phantom_lancer,2,3,1,67,318,289,2265248418,Radiant,DIRE,-41.24
422,Pingvincek,invoker,1,6,2,81,373,367,2265248418,Radiant,DIRE,-41.24
423,HesteJoe,faceless_void,0,5,3,38,270,283,2265248418,Radiant,DIRE,-41.24
424,Ryze,enchantress,2,3,3,47,294,207,2265248418,Radiant,DIRE,-41.24
425,Noia,vengefulspirit,0,5,3,9,166,158,2265248418,Radiant,DIRE,-41.24
426,j4,bane,1,2,8,25,342,286,2265248418,Dire,DIRE,41.24
427,goddam,clinkz,8,0,4,90,655,661,2265248418,Dire,DIRE,41.24
428,Bignum,doom_bringer,4,2,7,28,396,326,2265248418,Dire,DIRE,41.24
429,Ar1se,puck,7,0,6,53,489,471,2265248418,Dire,DIRE,41.24
430,chshrct,furion,2,1,11,70,460,337,2265248418,Dire,DIRE,41.24
431,j4,witch_doctor,3,7,16,50,255,273,2265077470,Radiant,DIRE,-77.71
432,goddam,juggernaut,6,5,8,420,578,578,2265077470,Radiant,DIRE,-77.71
433,Ar1se,invoker,6,2,14,274,463,408,2265077470,Radiant,DIRE,-77.71
434,Bignum,earth_spirit,3,6,15,32,224,192,2265077470,Radiant,DIRE,-77.71
435,chshrct,doom_bringer,10,8,10,108,387,375,2265077470,Radiant,DIRE,-77.71
436,Ace,ember_spirit,10,3,11,483,677,656,2265077470,Dire,DIRE,77.71
437,Pingvincek,alchemist,12,5,8,297,727,656,2265077470,Dire,DIRE,77.71
438,HesteJoe,dark_seer,3,6,17,234,396,350,2265077470,Dire,DIRE,77.71
439,Ryze,bane,1,4,9,43,208,246,2265077470,Dire,DIRE,77.71
440,Noia,spirit_breaker,1,11,20,20,205,273,2265077470,Dire,DIRE,77.71
441,Magneto.MarsC,death_prophet,5,5,8,261,591,571,2264665675,Radiant,RADIANT,28.06
442,InJuly,slardar,4,4,14,86,344,362,2264665675,Radiant,RADIANT,28.06
443,<U+62D2><U+7EDD><U+8005>,sven,5,0,7,351,700,641,2264665675,Radiant,RADIANT,28.06
444,Ti9.dogf1ghts,vengefulspirit,0,2,11,16,244,287,2264665675,Radiant,RADIANT,28.06
445,RS Super,enchantress,8,1,9,91,386,361,2264665675,Radiant,RADIANT,28.06
446,Ferrari_430,windrunner,5,3,5,180,429,395,2264665675,Dire,RADIANT,-28.06
447,D9 blAckz,juggernaut,1,5,6,232,465,428,2264665675,Dire,RADIANT,-28.06
448,12   6,furion,2,2,5,244,534,420,2264665675,Dire,RADIANT,-28.06
449,<U+8702><U+871C><U+9E21><U+7FC5>,oracle,2,7,9,9,213,185,2264665675,Dire,RADIANT,-28.06
450,<U+6211><U+60F3><U+4F60><U+5417><U+6BD4>,night_stalker,2,5,9,48,270,211,2264665675,Dire,RADIANT,-28.06
451,<U+62D2><U+7EDD><U+8005>,spectre,11,4,19,472,698,643,2264458074,Radiant,RADIANT,37.53
452,Magneto.MarsC,lone_druid,7,2,21,380,672,584,2264458074,Radiant,RADIANT,37.53
453,InJuly,night_stalker,4,6,15,129,358,358,2264458074,Radiant,RADIANT,37.53
454,Ti9.dogf1ghts,witch_doctor,11,2,17,56,342,359,2264458074,Radiant,RADIANT,37.53
455,RS Super,undying,2,3,27,25,279,359,2264458074,Radiant,RADIANT,37.53
456,Ferrari_430,invoker,3,6,11,315,508,448,2264458074,Dire,RADIANT,-37.53
457,<U+8702><U+871C><U+9E21><U+7FC5>,vengefulspirit,4,8,7,29,221,264,2264458074,Dire,RADIANT,-37.53
458,12   6,beastmaster,0,5,11,101,252,254,2264458074,Dire,RADIANT,-37.53
459,<U+6211><U+60F3><U+4F60><U+5417><U+6BD4>,visage,5,12,8,78,302,250,2264458074,Dire,RADIANT,-37.53
460,D9 blAckz,sven,5,4,8,443,597,525,2264458074,Dire,RADIANT,-37.53
461,rOtK,beastmaster,1,6,3,114,290,273,2264320082,Radiant,DIRE,-50.17
462,91,disruptor,3,8,8,23,209,201,2264320082,Radiant,DIRE,-50.17
463,Cty,obsidian_destroyer,4,1,7,268,503,530,2264320082,Radiant,DIRE,-50.17
464,Standin.SPG.Jdh,witch_doctor,1,6,11,39,205,175,2264320082,Radiant,DIRE,-50.17
465,BurNIng,gyrocopter,5,7,7,216,424,397,2264320082,Radiant,DIRE,-50.17
466,Q,oracle,1,5,16,24,259,247,2264320082,Dire,DIRE,50.17
467,Garder,earthshaker,6,3,19,26,320,290,2264320082,Dire,DIRE,50.17
468,Yao,phoenix,4,2,18,71,399,437,2264320082,Dire,DIRE,50.17
469,Rabbit,lone_druid,7,1,12,225,645,607,2264320082,Dire,DIRE,50.17
470,Super,death_prophet,10,3,11,223,577,488,2264320082,Dire,DIRE,50.17
471,Q,vengefulspirit,1,6,9,24,219,241,2264224302,Radiant,DIRE,-68.65
472,Yao,doom_bringer,2,5,3,88,356,337,2264224302,Radiant,DIRE,-68.65
473,Garder,earth_spirit,2,4,9,23,215,199,2264224302,Radiant,DIRE,-68.65
474,Super,medusa,1,5,5,142,383,374,2264224302,Radiant,DIRE,-68.65
475,Rabbit,slark,7,3,3,90,364,377,2264224302,Radiant,DIRE,-68.65
476,91,bounty_hunter,5,4,14,4,367,293,2264224302,Dire,DIRE,68.65
477,rOtK,beastmaster,4,2,15,99,412,439,2264224302,Dire,DIRE,68.65
478,Cty,tiny,4,5,8,119,437,426,2264224302,Dire,DIRE,68.65
479,Standin.SPG.Jdh,disruptor,2,3,15,31,298,339,2264224302,Dire,DIRE,68.65
480,BurNIng,gyrocopter,8,2,11,133,506,501,2264224302,Dire,DIRE,68.65
481,Q,oracle,4,2,14,33,254,255,2264101159,Radiant,RADIANT,42.77
482,Yao,doom_bringer,2,4,23,93,387,400,2264101159,Radiant,RADIANT,42.77
483,Garder,earth_spirit,2,4,16,34,254,264,2264101159,Radiant,RADIANT,42.77
484,Rabbit,slark,11,0,11,217,541,596,2264101159,Radiant,RADIANT,42.77
485,Super,invoker,14,2,12,324,737,728,2264101159,Radiant,RADIANT,42.77
486,91,bounty_hunter,0,10,5,12,166,119,2264101159,Dire,RADIANT,-42.77
487,rOtK,beastmaster,2,8,3,98,269,235,2264101159,Dire,RADIANT,-42.77
488,Cty,alchemist,4,3,5,438,931,666,2264101159,Dire,RADIANT,-42.77
489,Standin.SPG.Jdh,lion,1,8,4,14,163,159,2264101159,Dire,RADIANT,-42.77
490,BurNIng,juggernaut,5,4,4,218,457,480,2264101159,Dire,RADIANT,-42.77
491,el estupido,dazzle,1,1,14,15,287,258,2263526947,Radiant,RADIANT,34.17
492,.       8,tusk,0,3,18,25,283,217,2263526947,Radiant,RADIANT,34.17
493,dreams.,death_prophet,8,1,10,98,515,422,2263526947,Radiant,RADIANT,34.17
494,610 2,axe,1,3,14,107,430,387,2263526947,Radiant,RADIANT,34.17
495,yoh,weaver,11,0,6,159,609,494,2263526947,Radiant,RADIANT,34.17
496,Bloody Nine,mirana,1,4,7,42,286,258,2263526947,Dire,RADIANT,-34.17
497,chris,lion,1,6,3,13,190,152,2263526947,Dire,RADIANT,-34.17
498,Dondoooo,juggernaut,2,2,4,141,417,403,2263526947,Dire,RADIANT,-34.17
499,DANYKNOWWWWWWWW,tidehunter,1,3,5,84,303,302,2263526947,Dire,RADIANT,-34.17
500,xxdragondevoure,obsidian_destroyer,3,6,5,110,380,375,2263526947,Dire,RADIANT,-34.17
501,Brax,dark_seer,1,6,23,221,372,352,2263476430,Radiant,DIRE,-36.84
502,MSS,templar_assassin,12,5,10,353,570,622,2263476430,Radiant,DIRE,-36.84
503,TC,sven,10,4,12,408,586,621,2263476430,Radiant,DIRE,-36.84
504,SVG,tusk,4,7,21,71,282,371,2263476430,Radiant,DIRE,-36.84
505,FUN,lion,2,12,10,21,218,248,2263476430,Radiant,DIRE,-36.84
506,swindlemelonzz,tidehunter,5,5,21,288,494,619,2263476430,Dire,DIRE,36.84
507,Limmp,obsidian_destroyer,10,5,12,222,437,463,2263476430,Dire,DIRE,36.84
508,Chessie 2,slark,13,5,7,386,663,615,2263476430,Dire,DIRE,36.84
509,Zfreek,earth_spirit,4,8,18,37,264,338,2263476430,Dire,DIRE,36.84
510,Handsken,dazzle,2,6,14,71,260,266,2263476430,Dire,DIRE,36.84
511,Bloody Nine,bounty_hunter,2,8,11,23,333,329,2263475988,Radiant,DIRE,-47.19
512,chris,phoenix,0,3,8,24,252,244,2263475988,Radiant,DIRE,-47.19
513,Dondoooo,spectre,8,4,3,181,477,457,2263475988,Radiant,DIRE,-47.19
514,DANYKNOWWWWWWWW,beastmaster,2,8,9,101,351,327,2263475988,Radiant,DIRE,-47.19
515,xxdragondevoure,zuus,6,7,9,96,379,370,2263475988,Radiant,DIRE,-47.19
516,el estupido,witch_doctor,1,6,12,13,269,196,2263475988,Dire,DIRE,47.19
517,.       8,earth_spirit,5,5,15,35,374,307,2263475988,Dire,DIRE,47.19
518,610 2,legion_commander,13,4,6,145,579,611,2263475988,Dire,DIRE,47.19
519,dreams.,death_prophet,6,2,11,156,557,506,2263475988,Dire,DIRE,47.19
520,yoh,weaver,5,1,12,155,524,559,2263475988,Dire,DIRE,47.19
521,.       8,enchantress,7,8,14,118,345,375,2263428056,Radiant,DIRE,-71.92
522,el estupido,vengefulspirit,0,10,14,32,220,266,2263428056,Radiant,DIRE,-71.92
523,dreams.,windrunner,8,4,8,234,512,540,2263428056,Radiant,DIRE,-71.92
524,610 2,slardar,3,8,13,47,257,334,2263428056,Radiant,DIRE,-71.92
525,yoh,ursa,6,4,4,243,475,474,2263428056,Radiant,DIRE,-71.92
526,Bloody Nine,shadow_demon,7,8,19,95,338,412,2263428056,Dire,DIRE,71.92
527,chris,crystal_maiden,4,4,18,56,281,293,2263428056,Dire,DIRE,71.92
528,Dondoooo,invoker,10,4,15,302,618,633,2263428056,Dire,DIRE,71.92
529,DANYKNOWWWWWWWW,spirit_breaker,2,8,18,109,317,369,2263428056,Dire,DIRE,71.92
530,xxdragondevoure,slark,11,1,10,282,567,666,2263428056,Dire,DIRE,71.92
531,swindlemelonzz,gyrocopter,9,7,14,507,681,664,2263423814,Radiant,DIRE,-81.4
532,Limmp,batrider,9,6,14,162,336,407,2263423814,Radiant,DIRE,-81.4
533,Chessie 2,furion,3,6,15,414,501,482,2263423814,Radiant,DIRE,-81.4
534,Zfreek,earth_spirit,4,9,15,77,248,307,2263423814,Radiant,DIRE,-81.4
535,Handsken,disruptor,5,4,13,93,282,319,2263423814,Radiant,DIRE,-81.4
536,Brax,dark_seer,2,5,23,253,424,426,2263423814,Dire,DIRE,81.4
537,MSS,invoker,9,6,13,312,596,594,2263423814,Dire,DIRE,81.4
538,TC,spectre,12,4,16,396,661,636,2263423814,Dire,DIRE,81.4
539,SVG,tusk,4,7,20,46,291,279,2263423814,Dire,DIRE,81.4
540,FUN,lion,5,8,13,25,299,323,2263423814,Dire,DIRE,81.4
541,Brax,enchantress,11,6,5,128,378,445,2263375981,Radiant,DIRE,-22.93
542,MSS,death_prophet,8,4,10,270,477,550,2263375981,Radiant,DIRE,-22.93
543,TC,antimage,4,4,11,440,627,709,2263375981,Radiant,DIRE,-22.93
544,SVG,earth_spirit,3,8,15,40,240,284,2263375981,Radiant,DIRE,-22.93
545,FUN,dazzle,0,5,11,42,197,191,2263375981,Radiant,DIRE,-22.93
546,swindlemelonzz,dark_seer,1,6,15,223,464,473,2263375981,Dire,DIRE,22.93
547,Limmp,phantom_lancer,11,3,7,281,590,651,2263375981,Dire,DIRE,22.93
548,Chessie 2,invoker,6,5,11,141,468,474,2263375981,Dire,DIRE,22.93
549,Zfreek,enigma,4,6,13,258,490,436,2263375981,Dire,DIRE,22.93
550,Handsken,crystal_maiden,4,6,16,82,369,393,2263375981,Dire,DIRE,22.93
551,swindlemelonzz,dark_seer,1,3,23,280,514,611,2263331572,Radiant,RADIANT,29.46
552,Limmp,tiny,8,5,12,254,517,526,2263331572,Radiant,RADIANT,29.46
553,Chessie 2,invoker,11,0,17,269,670,754,2263331572,Radiant,RADIANT,29.46
554,Zfreek,chen,6,1,12,141,395,298,2263331572,Radiant,RADIANT,29.46
555,Handsken,disruptor,4,3,15,35,287,347,2263331572,Radiant,RADIANT,29.46
556,Brax,tidehunter,0,8,2,154,277,287,2263331572,Dire,RADIANT,-29.46
557,MSS,windrunner,5,5,5,203,411,419,2263331572,Dire,RADIANT,-29.46
558,TC,gyrocopter,2,3,6,313,514,547,2263331572,Dire,RADIANT,-29.46
559,SVG,winter_wyvern,3,5,6,78,276,289,2263331572,Dire,RADIANT,-29.46
560,FUN,lion,1,9,5,11,171,189,2263331572,Dire,RADIANT,-29.46
561,Brax,slardar,1,4,13,88,363,373,2263278120,Radiant,RADIANT,86.66
562,MSS,obsidian_destroyer,10,0,10,153,580,595,2263278120,Radiant,RADIANT,86.66
563,TC,clinkz,10,1,6,127,565,478,2263278120,Radiant,RADIANT,86.66
564,SVG,earth_spirit,2,1,18,22,326,379,2263278120,Radiant,RADIANT,86.66
565,FUN,winter_wyvern,4,0,12,40,352,333,2263278120,Radiant,RADIANT,86.66
566,swindlemelonzz,doom_bringer,2,6,1,88,307,307,2263278120,Dire,RADIANT,-86.66
567,Limmp,tiny,2,5,1,194,457,358,2263278120,Dire,RADIANT,-86.66
568,Chessie 2,brewmaster,0,6,1,81,268,269,2263278120,Dire,RADIANT,-86.66
569,Zfreek,skywrath_mage,0,6,1,14,154,141,2263278120,Dire,RADIANT,-86.66
570,Handsken,wisp,1,5,2,11,162,197,2263278120,Dire,RADIANT,-86.66
571,mMeDream,oracle,4,8,15,46,240,240,2263271505,Radiant,DIRE,-21.83
572,Jellopy,juggernaut,11,7,5,315,575,571,2263271505,Radiant,DIRE,-21.83
573,SteffStyle,earth_spirit,3,5,11,35,237,251,2263271505,Radiant,DIRE,-21.83
574,1.31E+13,lina,5,6,5,285,468,521,2263271505,Radiant,DIRE,-21.83
575,Kefka,faceless_void,1,7,15,140,296,369,2263271505,Radiant,DIRE,-21.83
576,SyndereN,lion,1,6,13,66,305,395,2263271505,Dire,DIRE,21.83
577,qojqva,windrunner,14,4,7,239,587,620,2263271505,Dire,DIRE,21.83
578,YapzOr,enigma,2,4,18,265,449,552,2263271505,Dire,DIRE,21.83
579,Era,obsidian_destroyer,14,3,8,256,588,616,2263271505,Dire,DIRE,21.83
580,okye,dark_seer,1,8,15,211,417,482,2263271505,Dire,DIRE,21.83
581,SyndereN,lion,1,3,16,68,293,322,2263183248,Radiant,RADIANT,27.77
582,qojqva,furion,13,2,7,470,864,753,2263183248,Radiant,RADIANT,27.77
583,YapzOr,mirana,1,0,17,162,388,425,2263183248,Radiant,RADIANT,27.77
584,Era,phantom_lancer,5,1,8,333,553,529,2263183248,Radiant,RADIANT,27.77
585,okye,faceless_void,0,2,14,154,357,398,2263183248,Radiant,RADIANT,27.77
586,mMeDream,vengefulspirit,1,5,4,30,234,247,2263183248,Dire,RADIANT,-27.77
587,Jellopy,obsidian_destroyer,1,4,2,278,458,416,2263183248,Dire,RADIANT,-27.77
588,SteffStyle,enchantress,3,3,3,44,229,173,2263183248,Dire,RADIANT,-27.77
589,1.31E+13,drow_ranger,3,4,2,363,558,542,2263183248,Dire,RADIANT,-27.77
590,Kefka,abaddon,0,4,1,143,310,315,2263183248,Dire,RADIANT,-27.77
591,SyndereN,bane,3,5,14,26,269,266,2263082502,Radiant,RADIANT,54.12
592,YapzOr,mirana,5,3,27,70,402,523,2263082502,Radiant,RADIANT,54.12
593,qojqva,invoker,18,1,10,230,741,762,2263082502,Radiant,RADIANT,54.12
594,Era,ember_spirit,12,1,19,262,715,916,2263082502,Radiant,RADIANT,54.12
595,okye,faceless_void,5,5,11,108,383,372,2263082502,Radiant,RADIANT,54.12
596,Fng,beastmaster,3,10,8,69,287,334,2263082502,Dire,RADIANT,-54.12
597,yoky,sven,4,4,8,291,623,695,2263082502,Dire,RADIANT,-54.12
598,G,phantom_lancer,4,11,3,148,362,381,2263082502,Dire,RADIANT,-54.12
599,ALOHADANCE,lina,1,10,7,48,231,267,2263082502,Dire,RADIANT,-54.12
600,nofear 2,enchantress,3,8,4,51,232,258,2263082502,Dire,RADIANT,-54.12
601,Fng,earthshaker,5,14,17,104,268,348,2262864352,Radiant,DIRE,-73.28
602,yoky,ember_spirit,10,5,19,1240,814,366,2262864352,Radiant,DIRE,-73.28
603,G,obsidian_destroyer,19,13,8,616,538,367,2262864352,Radiant,DIRE,-73.28
604,ALOHADANCE,lion,4,20,16,57,252,354,2262864352,Radiant,DIRE,-73.28
605,nofear 2,enchantress,5,10,18,145,269,295,2262864352,Radiant,DIRE,-73.28
606,SyndereN,bane,8,11,31,60,265,367,2262864352,Dire,DIRE,73.28
607,Era,clinkz,19,6,14,526,570,366,2262864352,Dire,DIRE,73.28
608,okye,faceless_void,7,10,32,267,383,372,2262864352,Dire,DIRE,73.28
609,YapzOr,enigma,11,5,36,446,463,368,2262864352,Dire,DIRE,73.28
610,qojqva,invoker,16,11,29,711,649,367,2262864352,Dire,DIRE,73.28
611,xiao8,enchantress,5,1,10,32,368,362,2262395818,Radiant,RADIANT,69.69
612,<U+554A><U+54A7>,broodmother,5,3,9,97,451,507,2262395818,Radiant,RADIANT,69.69
613,Maybe,batrider,6,3,10,81,442,484,2262395818,Radiant,RADIANT,69.69
614,Agressif,juggernaut,5,1,12,173,646,503,2262395818,Radiant,RADIANT,69.69
615,MMY,witch_doctor,2,2,11,19,265,229,2262395818,Radiant,RADIANT,69.69
616,eLeVeN,faceless_void,2,3,4,74,315,383,2262395818,Dire,RADIANT,-69.69
617,LaNm,clinkz,2,5,2,102,342,361,2262395818,Dire,RADIANT,-69.69
618,Fenrir,crystal_maiden,1,5,8,60,246,252,2262395818,Dire,RADIANT,-69.69
